,Facilidade,Clientes,Coord_Clientes,Coord_Facilidade,Coord_cliente_facilidade,Tempo
219,DBM 1/5 GUARUS,Parque Rosario,"(-21.7735407, -41.3287998)","(-21.709383, -41.2875301)","((-21.7735407, -41.3287998), (-21.709383, -41.2875301))",1289
220,DBM 1/5 GUARUS,Parque Rui Barbosa,"(-21.7845661, -41.33109779999999)","(-21.709383, -41.2875301)","((-21.7845661, -41.33109779999999), (-21.709383, -41.2875301))",1416
221,DBM 1/5 GUARUS,Parque Salo Brand,"(-21.762943, -41.3046953)","(-21.709383, -41.2875301)","((-21.762943, -41.3046953), (-21.709383, -41.2875301))",1146
222,DBM 1/5 GUARUS,Parque Santa Clara,"(-21.7355396, -41.3128479)","(-21.709383, -41.2875301)","((-21.7355396, -41.3128479), (-21.709383, -41.2875301))",634
223,DBM 1/5 GUARUS,Parque Santa Helena,"(-21.7317869, -41.3272689)","(-21.709383, -41.2875301)","((-21.7317869, -41.3272689), (-21.709383, -41.2875301))",692
224,DBM 1/5 GUARUS,Parque Santa Rosa,"(-21.7266046, -41.2998911)","(-21.709383, -41.2875301)","((-21.7266046, -41.2998911), (-21.709383, -41.2875301))",522
225,DBM 1/5 GUARUS,Parque Santo Amaro,"(-21.7638038, -41.3393716)","(-21.709383, -41.2875301)","((-21.7638038, -41.3393716), (-21.709383, -41.2875301))",1130
226,DBM 1/5 GUARUS,Parque Santo Antônio,"(-21.742082, -41.3268346)","(-21.709383, -41.2875301)","((-21.742082, -41.3268346), (-21.709383, -41.2875301))",690
227,DBM 1/5 GUARUS,Parque Santos Dumont,"(-21.6869265, -41.3147291)","(-21.709383, -41.2875301)","((-21.6869265, -41.3147291), (-21.709383, -41.2875301))",548
228,DBM 1/5 GUARUS,Parque São Caetano,"(-21.7580002, -41.3428678)","(-21.709383, -41.2875301)","((-21.7580002, -41.3428678), (-21.709383, -41.2875301))",1050
229,DBM 1/5 GUARUS,Parque São Domingos,"(-21.7268664, -41.3053224)","(-21.709383, -41.2875301)","((-21.7268664, -41.3053224), (-21.709383, -41.2875301))",629
230,DBM 1/5 GUARUS,Parque São José,"(-21.7259022, -41.3330687)","(-21.709383, -41.2875301)","((-21.7259022, -41.3330687), (-21.709383, -41.2875301))",743
231,DBM 1/5 GUARUS,Parque São Mateus,"(-21.7163376, -41.314237)","(-21.709383, -41.2875301)","((-21.7163376, -41.314237), (-21.709383, -41.2875301))",361
232,DBM 1/5 GUARUS,Parque São Silvestre,"(-21.7124775, -41.3037914)","(-21.709383, -41.2875301)","((-21.7124775, -41.3037914), (-21.709383, -41.2875301))",271
233,DBM 1/5 GUARUS,Parque Tamandaré,"(-21.7560324, -41.3380643)","(-21.709383, -41.2875301)","((-21.7560324, -41.3380643), (-21.709383, -41.2875301))",960
234,DBM 1/5 GUARUS,Parque Tarcísio Miranda,"(-21.7816047, -41.3044567)","(-21.709383, -41.2875301)","((-21.7816047, -41.3044567), (-21.709383, -41.2875301))",1565
235,DBM 1/5 GUARUS,Parque Tropical,"(-21.8147625, -41.3003049)","(-21.709383, -41.2875301)","((-21.8147625, -41.3003049), (-21.709383, -41.2875301))",2003
236,DBM 1/5 GUARUS,Parque Turf Club,"(-21.7691851, -41.3094894)","(-21.709383, -41.2875301)","((-21.7691851, -41.3094894), (-21.709383, -41.2875301))",1265
237,DBM 1/5 GUARUS,Parque Varanda do Visconde,"(-21.8057227, -41.2998133)","(-21.709383, -41.2875301)","((-21.8057227, -41.2998133), (-21.709383, -41.2875301))",1974
238,DBM 1/5 GUARUS,Parque Vera Cruz,"(-21.7360076, -41.32915)","(-21.709383, -41.2875301)","((-21.7360076, -41.32915), (-21.709383, -41.2875301))",721
239,DBM 1/5 GUARUS,Parque Vicente Gonçalves Dias,"(-21.7494167, -41.3172373)","(-21.709383, -41.2875301)","((-21.7494167, -41.3172373), (-21.709383, -41.2875301))",832
240,DBM 1/5 GUARUS,Penha,"(-21.7925146, -41.2833674)","(-21.709383, -41.2875301)","((-21.7925146, -41.2833674), (-21.709383, -41.2875301))",1898
241,DBM 1/5 GUARUS,Pernambuca,"(-21.8075866, -41.49712479999999)","(-21.709383, -41.2875301)","((-21.8075866, -41.49712479999999), (-21.709383, -41.2875301))",2842
242,DBM 1/5 GUARUS,Poço Gordo,"(-21.8329253, -41.2275795)","(-21.709383, -41.2875301)","((-21.8329253, -41.2275795), (-21.709383, -41.2875301))",2591
243,DBM 1/5 GUARUS,Ponta da Lama,"(-21.8370393, -41.4279283)","(-21.709383, -41.2875301)","((-21.8370393, -41.4279283), (-21.709383, -41.2875301))",2080
244,DBM 1/5 GUARUS,Ponte de Coqueiros de Tócos,"(-21.8855681, -41.3109986)","(-21.709383, -41.2875301)","((-21.8855681, -41.3109986), (-21.709383, -41.2875301))",2653
245,DBM 1/5 GUARUS,Rio Preto,"(-21.7256414938058, -41.56115161423796)","(-21.709383, -41.2875301)","((-21.7256414938058, -41.56115161423796), (-21.709383, -41.2875301))",3004
246,DBM 1/5 GUARUS,Santa Ana,"(-21.6320294, -41.2526158)","(-21.709383, -41.2875301)","((-21.6320294, -41.2526158), (-21.709383, -41.2875301))",1370
247,DBM 1/5 GUARUS,Santa Cruz,"(-21.7260788, -41.4043264)","(-21.709383, -41.2875301)","((-21.7260788, -41.4043264), (-21.709383, -41.2875301))",1538
248,DBM 1/5 GUARUS,São Martinho,"(-22.0103593, -41.210161)","(-21.709383, -41.2875301)","((-22.0103593, -41.210161), (-21.709383, -41.2875301))",3966
249,DBM 1/5 GUARUS,São Sebastião de Campos,"(-21.8551344, -41.2114491)","(-21.709383, -41.2875301)","((-21.8551344, -41.2114491), (-21.709383, -41.2875301))",2957
250,DBM 1/5 GUARUS,Saturnino Braga,"(-21.8882808, -41.1980852)","(-21.709383, -41.2875301)","((-21.8882808, -41.1980852), (-21.709383, -41.2875301))",3235
251,DBM 1/5 GUARUS,Tapera,"(-21.788252, -41.3936825)","(-21.709383, -41.2875301)","((-21.788252, -41.3936825), (-21.709383, -41.2875301))",1642
252,DBM 1/5 GUARUS,Terra Prometida,"(-21.7139788, -41.2798345)","(-21.709383, -41.2875301)","((-21.7139788, -41.2798345), (-21.709383, -41.2875301))",272
253,DBM 1/5 GUARUS,Tocos,"(-21.9007729, -41.2831951)","(-21.709383, -41.2875301)","((-21.9007729, -41.2831951), (-21.709383, -41.2875301))",2967
254,DBM 1/5 GUARUS,Travessão,"(-21.6070678, -41.3126835)","(-21.709383, -41.2875301)","((-21.6070678, -41.3126835), (-21.709383, -41.2875301))",974
255,DBM 1/5 GUARUS,Ururai,"(-21.8117267, -41.3924302)","(-21.709383, -41.2875301)","((-21.8117267, -41.3924302), (-21.709383, -41.2875301))",1813
256,DBM 1/5 GUARUS,Venda Nova,"(-21.7806964, -41.1893024)","(-21.709383, -41.2875301)","((-21.7806964, -41.1893024), (-21.709383, -41.2875301))",2418
257,DBM 1/5 GUARUS,Vila da Rainha,"(-21.7700086, -41.293405)","(-21.709383, -41.2875301)","((-21.7700086, -41.293405), (-21.709383, -41.2875301))",1554
258,DBM 1/5 GUARUS,Vila Industrial,"(-21.7156956, -41.2950799)","(-21.709383, -41.2875301)","((-21.7156956, -41.2950799), (-21.709383, -41.2875301))",231
259,DBM 1/5 GUARUS,Vila Manhães,"(-21.7915221, -41.2745829)","(-21.709383, -41.2875301)","((-21.7915221, -41.2745829), (-21.709383, -41.2875301))",1949
260,DBM 1/5 GUARUS,Av. Dom Bosco,"(-21.7591468, -41.3400034)","(-21.709383, -41.2875301)","((-21.7591468, -41.3400034), (-21.709383, -41.2875301))",971
262,DBM 1/5 GUARUS,Estr. Poço Gordo,"(-21.830839, -41.2308837)","(-21.709383, -41.2875301)","((-21.830839, -41.2308837), (-21.709383, -41.2875301))",2557
263,DBM 1/5 GUARUS,Igreja Batista Jardim Ceasa,"(-21.7178297, -41.3022266)","(-21.709383, -41.2875301)","((-21.7178297, -41.3022266), (-21.709383, -41.2875301))",405
265,DBM 1/5 GUARUS,Paraiso da Benção,"(-21.760452, -41.3266466)","(-21.709383, -41.2875301)","((-21.760452, -41.3266466), (-21.709383, -41.2875301))",1138
266,DBM 1/5 GUARUS,Parque Barão do Rio Branco,"(-21.7336254, -41.3117783)","(-21.709383, -41.2875301)","((-21.7336254, -41.3117783), (-21.709383, -41.2875301))",659
268,DBM 1/5 GUARUS,Pernambucanas,"(-21.7543225, -41.3487367)","(-21.709383, -41.2875301)","((-21.7543225, -41.3487367), (-21.709383, -41.2875301))",1132
269,DBM 1/5 GUARUS,Ponto da Lama,"(-21.8370393, -41.4279283)","(-21.709383, -41.2875301)","((-21.8370393, -41.4279283), (-21.709383, -41.2875301))",2080
270,DBM 1/5 GUARUS,Av. Pelinca,"(-21.7595963, -41.3341974)","(-21.709383, -41.2875301)","((-21.7595963, -41.3341974), (-21.709383, -41.2875301))",1014
271,DBM 1/5 GUARUS,Av. Santa Rosa,"(-21.726035, -41.3080528)","(-21.709383, -41.2875301)","((-21.726035, -41.3080528), (-21.709383, -41.2875301))",512
272,DBM 1/5 GUARUS,Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.709383, -41.2875301)","((-21.7504512, -41.3525693), (-21.709383, -41.2875301))",1126
273,DBM 1/5 GUARUS,Parque Canaã,"(-21.6568988, -41.313475)","(-21.709383, -41.2875301)","((-21.6568988, -41.313475), (-21.709383, -41.2875301))",719
274,DBM 1/5 GUARUS,Parque Ceasa,"(-21.7206644, -41.2996777)","(-21.709383, -41.2875301)","((-21.7206644, -41.2996777), (-21.709383, -41.2875301))",401
275,DBM 1/5 GUARUS,Praça do Flamboyant 1,"(-21.7725578, -41.3072573)","(-21.709383, -41.2875301)","((-21.7725578, -41.3072573), (-21.709383, -41.2875301))",1358
276,DBM 1/5 GUARUS,Rua Paraíso,"(-21.7229953, -41.3250517)","(-21.709383, -41.2875301)","((-21.7229953, -41.3250517), (-21.709383, -41.2875301))",589
277,DBM 1/5 GUARUS,Igreja Adventista do Sét. Dia Calabouco,"(-21.7386222, -41.3150859)","(-21.709383, -41.2875301)","((-21.7386222, -41.3150859), (-21.709383, -41.2875301))",732
278,DBM 1/5 GUARUS,Santa Rosa,"(-22.0294289, -41.0280592)","(-21.709383, -41.2875301)","((-22.0294289, -41.0280592), (-21.709383, -41.2875301))",5258
279,DBM 1/5 GUARUS,UBS Salo Brand,"(-21.7653521, -41.3059432)","(-21.709383, -41.2875301)","((-21.7653521, -41.3059432), (-21.709383, -41.2875301))",1275
280,DBM 1/5 GUARUS,Canaã,"(-21.7592199, -41.3215318)","(-21.709383, -41.2875301)","((-21.7592199, -41.3215318), (-21.709383, -41.2875301))",1021
281,DBM 1/5 GUARUS,Aeroporto Bartolomeu Lisandro,"(-21.7013937, -41.3073687)","(-21.709383, -41.2875301)","((-21.7013937, -41.3073687), (-21.709383, -41.2875301))",300
282,DBM 1/5 GUARUS,Av. Rui Barbosa,"(-21.7557442, -41.3080549)","(-21.709383, -41.2875301)","((-21.7557442, -41.3080549), (-21.709383, -41.2875301))",973
283,DBM 1/5 GUARUS,Ceasa Campos do G,"(-21.7681775, -41.3514521)","(-21.709383, -41.2875301)","((-21.7681775, -41.3514521), (-21.709383, -41.2875301))",1274
284,DBM 1/5 GUARUS,Salo Brand,"(-21.7466594, -41.3216655)","(-21.709383, -41.2875301)","((-21.7466594, -41.3216655), (-21.709383, -41.2875301))",779
285,DBM 1/5 GUARUS,Tv. João Seixas,"(-21.7723261, -41.3237712)","(-21.709383, -41.2875301)","((-21.7723261, -41.3237712), (-21.709383, -41.2875301))",1305
286,DBM 1/5 GUARUS,Ceasa,"(-21.7178297, -41.3022266)","(-21.709383, -41.2875301)","((-21.7178297, -41.3022266), (-21.709383, -41.2875301))",405
288,DBM 1/5 GUARUS,Chave do Paraíso,"(-21.3949836, -41.4497645)","(-21.709383, -41.2875301)","((-21.3949836, -41.4497645), (-21.709383, -41.2875301))",2585
289,DBM 1/5 GUARUS,Igreja Batista em Nova Canaã,"(-21.6541754, -41.31617749999999)","(-21.709383, -41.2875301)","((-21.6541754, -41.31617749999999), (-21.709383, -41.2875301))",795
290,HOSP. FERREIRA M,Alphaville,"(-21.7711892, -41.3106727)","(-21.7437715, -41.333381)","((-21.7711892, -41.3106727), (-21.7437715, -41.333381))",733
291,HOSP. FERREIRA M,Baixa Grande,"(-21.9492435, -41.13520889999999)","(-21.7437715, -41.333381)","((-21.9492435, -41.13520889999999), (-21.7437715, -41.333381))",3323
292,HOSP. FERREIRA M,Batista Ponto de Coqueiros,"(-21.9074616, -41.1586879)","(-21.7437715, -41.333381)","((-21.9074616, -41.1586879), (-21.7437715, -41.333381))",2921
293,HOSP. FERREIRA M,Caju,"(-21.7444336, -41.3375268)","(-21.7437715, -41.333381)","((-21.7444336, -41.3375268), (-21.7437715, -41.333381))",152
294,HOSP. FERREIRA M,Campo Limpo,"(-21.8595722, -41.2413952)","(-21.7437715, -41.333381)","((-21.8595722, -41.2413952), (-21.7437715, -41.333381))",2127
295,HOSP. FERREIRA M,CEASA Campos dos G.,"(-21.7178297, -41.3022266)","(-21.7437715, -41.333381)","((-21.7178297, -41.3022266), (-21.7437715, -41.333381))",742
296,HOSP. FERREIRA M,Centro,"(-21.760181, -41.32211410000001)","(-21.7437715, -41.333381)","((-21.760181, -41.32211410000001), (-21.7437715, -41.333381))",411
297,HOSP. FERREIRA M,Chave do Paraíso de Deus,"(-21.3951104, -41.4486132)","(-21.7437715, -41.333381)","((-21.3951104, -41.4486132), (-21.7437715, -41.333381))",3041
298,HOSP. FERREIRA M,Codim,"(-21.7106103, -41.2846222)","(-21.7437715, -41.333381)","((-21.7106103, -41.2846222), (-21.7437715, -41.333381))",917
299,HOSP. FERREIRA M,Conselheiro Josino,"(-21.5004534, -41.3437979)","(-21.7437715, -41.333381)","((-21.5004534, -41.3437979), (-21.7437715, -41.333381))",2078
300,HOSP. FERREIRA M,Custodópolis,"(-21.7224988, -41.3097124)","(-21.7437715, -41.333381)","((-21.7224988, -41.3097124), (-21.7437715, -41.333381))",634
301,HOSP. FERREIRA M,Donana,"(-21.8211884, -41.2971687)","(-21.7437715, -41.333381)","((-21.8211884, -41.2971687), (-21.7437715, -41.333381))",1460
302,HOSP. FERREIRA M,Estr. Brejo Grande,"(-21.6869393, -41.2872059)","(-21.7437715, -41.333381)","((-21.6869393, -41.2872059), (-21.7437715, -41.333381))",1025
